date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count
2021-09-12,Sunday,September,2021,36,1372.0,585.0,402.60,124,237.00,17,659.60,292,219.00,16,198.40,79
2021-09-13,Monday,September,2021,37,878.4,328.0,189.00,66,371.00,23,470.20,170,336.00,21,175.00,78
2021-09-14,Tuesday,September,2021,37,656.0,267.0,181.60,63,348.00,26,318.80,134,348.00,26,116.40,49
2021-09-15,Wednesday,September,2021,37,698.6,312.0,169.00,57,284.50,18,345.00,146,284.50,18,90.80,37
2021-09-16,Thursday,September,2021,37,854.6,320.0,250.80,84,263.00,17,415.40,169,227.00,15,179.20,76
2021-09-17,Friday,September,2021,37,1196.8,477.0,331.90,107,521.00,24,603.80,247,206.50,17,223.00,104
2021-09-18,Saturday,September,2021,37,1839.2,702.0,460.20,140,706.70,47,1054.60,384,640.70,43,323.00,140
2021-09-19,Sunday,September,2021,37,1430.0,548.0,482.60,155,195.50,16,760.00,299,195.50,16,254.00,103
2021-09-20,Monday,September,2021,38,814.8,325.0,213.20,74,237.50,16,409.20,146,223.50,14,135.60,60
2021-09-21,Tuesday,September,2021,38,905.0,385.0,238.80,82,201.00,16,435.40,179,201.00,16,192.00,86
2021-09-22,Wednesday,September,2021,38,1021.0,383.0,270.20,94,345.00,25,492.00,183,345.00,25,171.40,68
2021-09-23,Thursday,September,2021,38,1059.4,391.0,302.20,105,278.50,21,476.20,181,231.50,17,191.00,91
2021-09-24,Friday,September,2021,38,1181.2,449.0,321.60,103,230.00,18,539.00,212,195.00,16,198.20,84
2021-09-25,Saturday,September,2021,38,1665.2,661.0,499.80,152,366.50,29,768.40,288,357.00,28,235.80,113
2021-09-26,Sunday,September,2021,38,1022.4,416.0,442.50,128,324.50,20,474.80,207,324.50,20,206.60,89
2021-09-27,Monday,September,2021,39,885.6,344.0,251.40,89,215.50,15,404.00,157,150.50,11,158.00,71
2021-09-28,Tuesday,September,2021,39,1009.8,388.0,264.00,88,307.50,20,523.60,164,211.00,14,188.00,121
2021-09-29,Wednesday,September,2021,39,966.8,341.0,188.00,65,349.90,27,493.40,159,334.90,25,167.60,84
2021-09-30,Thursday,September,2021,39,1102.0,439.0,256.40,90,413.00,28,576.20,218,396.50,26,197.80,92
2021-10-01,Friday,October,2021,39,1201.0,456.0,390.20,120,789.80,48,605.80,226,637.90,43,179.60,84
2021-10-02,Saturday,October,2021,39,1741.6,634.0,571.70,173,614.00,36,845.20,299,554.00,34,266.00,118
2021-10-03,Sunday,October,2021,39,1133.8,489.0,328.00,103,145.00,11,555.80,244,135.50,10,222.20,97
2021-10-04,Monday,October,2021,40,755.4,297.0,232.80,79,219.00,14,355.40,127,175.00,12,153.60,66
2021-10-05,Tuesday,October,2021,40,821.4,333.0,160.40,57,263.50,21,357.20,141,248.50,19,160.80,75
2021-10-06,Wednesday,October,2021,40,848.8,334.0,244.40,83,408.50,27,386.40,150,273.50,21,186.40,81
2021-10-07,Thursday,October,2021,40,884.2,333.0,246.00,80,207.90,16,453.80,159,207.90,16,159.40,73
2021-10-08,Friday,October,2021,40,1072.2,400.0,376.20,115,408.50,29,513.60,194,374.00,27,213.20,94
2021-10-09,Saturday,October,2021,40,1709.8,646.0,544.60,166,459.00,33,879.40,308,405.50,29,303.20,146
2021-10-10,Sunday,October,2021,40,1586.2,674.0,591.00,184,513.50,21,877.40,343,253.50,20,257.40,128
2021-10-11,Monday,October,2021,41,922.4,374.0,298.60,98,164.00,12,437.60,165,144.00,10,200.00,101
2021-10-12,Tuesday,October,2021,41,553.0,197.0,169.20,60,242.50,18,284.60,90,220.50,15,133.40,53
2021-10-13,Wednesday,October,2021,41,887.2,337.0,254.60,88,133.50,10,454.40,172,133.50,10,131.20,51
2021-10-14,Thursday,October,2021,41,1126.0,467.0,303.00,106,304.50,22,584.40,245,279.50,21,181.60,86
2021-10-15,Friday,October,2021,41,1212.3,450.0,495.80,148,504.45,35,647.90,223,504.45,35,248.40,115
2021-10-16,Saturday,October,2021,41,1975.8,1427.0,1184.40,363,782.50,62,1858.40,766,748.50,59,568.60,255
2021-10-17,Sunday,October,2021,41,1410.3999999999999,0.0,0,0,0,0,0,0,0,0,0,0
2021-10-18,Monday,October,2021,42,1114.8,444.0,231.40,78,410.30,28,600.60,228,344.30,24,175.40,100
2021-10-19,Tuesday,October,2021,42,750.6,303.0,203.20,68,333.50,24,350.60,140,298.50,22,151.00,64
2021-10-20,Wednesday,October,2021,42,1045.8,418.0,296.40,104,236.00,15,536.00,204,236.00,15,162.60,86
2021-10-21,Thursday,October,2021,42,1031.6,461.0,312.60,110,390.00,27,435.60,184,348.00,25,224.00,124
2021-10-22,Friday,October,2021,42,1330.8,479.0,481.80,145,473.00,31,701.60,250,388.50,23,245.60,101
2021-10-23,Saturday,October,2021,42,1799.6,730.0,555.60,168,590.20,47,1022.60,404,565.70,44,307.60,158
2021-10-24,Sunday,October,2021,42,1499.8,656.0,554.40,175,206.40,13,747.60,324,194.50,12,208.00,115
2021-10-25,Monday,October,2021,43,868.4,315.0,247.40,84,169.00,15,448.00,154,159.00,14,90.80,41
2021-10-26,Tuesday,October,2021,43,839.6,356.0,209.40,72,281.60,20,395.40,175,281.60,20,145.60,61
2021-10-27,Wednesday,October,2021,43,990.6,404.0,278.00,96,335.00,25,494.00,209,335.00,25,169.40,80
2021-10-28,Thursday,October,2021,43,905.0,425.0,268.60,92,253.70,20,406.40,204,205.70,17,169.80,92
2021-10-29,Friday,October,2021,43,1358.4,525.0,376.40,116,557.50,40,677.60,270,422.50,30,227.80,100
2021-10-30,Saturday,October,2021,43,1352.4,548.0,491.40,146,566.40,43,676.00,277,476.40,39,264.00,121
2021-10-31,Sunday,October,2021,43,1239.6,509.0,531.30,152,247.50,20,582.00,218,232.50,17,239.60,125
2021-11-01,Monday,November,2021,44,912.4,347.0,370.40,121,487.70,33,549.00,219,430.70,31,125.20,52
2021-11-02,Tuesday,November,2021,44,715.6,277.0,217.20,74,302.50,23,337.60,119,302.50,23,141.20,66
2021-11-03,Wednesday,November,2021,44,684.0,259.0,172.00,60,268.00,20,314.80,106,253.00,18,157.40,82
2021-11-04,Thursday,November,2021,44,567.8,225.0,216.80,73,215.50,16,253.00,113,215.50,16,93.40,36
2021-11-05,Friday,November,2021,44,836.6,316.0,389.40,96,397.00,27,357.40,124,347.00,26,175.20,87
2021-11-06,Saturday,November,2021,44,1473.2,547.0,486.60,142,608.50,45,811.40,290,588.50,43,228.20,95
2021-11-07,Sunday,November,2021,44,1085.2,479.0,468.60,134,202.50,14,579.60,257,192.50,13,184.00,87
2021-11-08,Monday,November,2021,45,838.2,358.0,280.40,97,329.50,20,440.40,175,329.50,20,172.60,82
2021-11-09,Tuesday,November,2021,45,1510.6,597.0,420.80,140,338.70,26,829.00,324,338.70,26,265.40,113
2021-11-11,Thursday,November,2021,45,765.0,316.0,206.60,68,281.00,20,426.40,179,271.50,19,125.40,57
2021-11-12,Friday,November,2021,45,1250.8,510.0,484.80,127,400.05,30,645.80,252,374.50,29,199.40,87
2021-11-13,Saturday,November,2021,45,1127.6,488.0,487.20,146,541.00,40,615.40,266,541.00,40,196.00,97
2021-11-14,Sunday,November,2021,45,1071.0,452.0,476.20,139,220.50,17,551.20,238,151.50,12,192.20,90
2021-11-15,Monday,November,2021,46,636.8,253.0,195.60,65,222.00,18,283.60,107,193.00,14,97.80,52
2021-11-16,Tuesday,November,2021,46,582.8,230.0,128.00,46,170.50,14,275.00,94,156.50,12,124.60,66
2021-11-17,Wednesday,November,2021,46,566.2,236.0,157.60,54,369.00,23,272.00,119,362.00,22,129.60,59
2021-11-18,Thursday,November,2021,46,594.4,234.0,153.00,51,116.50,9,315.60,129,116.50,9,116.80,51
2021-11-19,Friday,November,2021,46,1050.2,419.0,418.80,110,448.20,33,462.60,166,438.20,31,208.40,125
2021-11-20,Saturday,November,2021,46,1385.2,594.0,520.60,155,630.20,45,731.60,305,610.20,42,225.20,111
2021-11-21,Sunday,November,2021,46,1029.8,439.0,384.00,114,232.00,17,512.40,218,186.50,14,159.60,84
2021-11-22,Monday,November,2021,47,455.6,166.0,178.40,60,308.00,24,214.80,85,186.50,13,82.20,34
2021-11-23,Tuesday,November,2021,47,728.2,291.0,183.20,64,710.50,28,404.60,147,376.50,25,135.80,58
2021-11-24,Wednesday,November,2021,47,641.8,249.0,172.00,59,163.70,11,316.80,115,154.20,10,113.20,66
2021-11-25,Thursday,November,2021,47,664.4,260.0,153.40,55,231.00,19,311.60,122,216.50,17,124.00,51
2021-11-26,Friday,November,2021,47,686.0,264.0,325.50,76,375.70,27,297.20,95,365.70,26,141.80,63
2021-11-27,Saturday,November,2021,47,1272.8,564.0,463.20,139,800.00,56,595.00,249,790.00,55,260.00,130
2021-11-28,Sunday,November,2021,47,1026.4,456.0,379.40,114,140.00,12,461.40,205,110.00,9,206.80,121
2021-11-29,Monday,November,2021,48,554.6,204.0,185.00,61,353.50,28,279.80,94,263.50,20,94.80,40
2021-11-30,Tuesday,November,2021,48,521.0,198.0,201.80,71,363.50,23,258.20,88,291.50,21,107.40,44
2021-12-01,Wednesday,December,2021,48,551.0,215.0,168.00,57,431.70,30,230.60,82,370.70,24,104.80,46
2021-12-02,Thursday,December,2021,48,620.6,245.0,210.60,69,581.20,37,282.00,97,581.20,37,108.20,68
2021-12-03,Friday,December,2021,48,883.4,378.0,270.70,81,486.50,39,539.60,217,466.50,37,167.00,77
2021-12-04,Saturday,December,2021,48,1115.0,552.0,239.00,73,1182.00,71,552.60,271,1035.50,63,229.80,131
2021-12-05,Sunday,December,2021,48,1254.4,664.0,417.80,121,405.50,23,709.60,374,324.50,20,193.00,118
2021-12-06,Monday,December,2021,49,582.4,261.0,146.00,51,485.00,33,318.40,158,458.00,30,99.60,45
2021-12-07,Tuesday,December,2021,49,576.8,243.0,119.00,44,345.50,26,279.60,114,335.50,25,102.20,54
2021-12-08,Wednesday,December,2021,49,519.2,199.0,127.60,43,434.20,30,261.00,88,323.20,24,92.20,43
2021-12-09,Thursday,December,2021,49,631.8,261.0,128.80,45,468.00,35,321.40,143,376.00,28,103.60,45
2021-12-10,Friday,December,2021,49,659.0,236.0,293.70,82,565.00,39,366.80,125,426.00,28,109.00,48
2021-12-11,Saturday,December,2021,49,1237.4,530.0,347.80,108,1345.50,98,641.20,283,1102.00,78,167.40,99
2021-12-12,Sunday,December,2021,49,1030.1,459.0,362.20,107,516.90,28,455.80,199,463.90,25,138.60,77
2021-12-13,Monday,December,2021,50,660.1999999999999,900.0,493.20,163,2318.45,160,1034.80,480,1882.70,138,365.40,183
2021-12-14,Tuesday,December,2021,50,660.1999999999999,0.0,0,0,0,0,0,0,0,0,0,0
2021-12-15,Wednesday,December,2021,50,660.2000000000002,0.0,0,0,0,0,0,0,0,0,0,0
2021-12-16,Thursday,December,2021,50,744.4,302.0,165.80,54,1014.95,78,401.40,164,749.90,55,116.80,60
2021-12-17,Friday,December,2021,50,1024.0,431.0,282.40,86,966.50,73,474.60,202,884.50,64,184.60,86
2021-12-18,Saturday,December,2021,50,1364.54,602.0,414.20,122,1536.36,112,581.80,255,1386.86,98,211.20,139
2021-12-19,Sunday,December,2021,50,1016.6,415.0,299.80,92,580.70,40,504.80,201,446.30,32,140.20,64
2021-12-20,Monday,December,2021,51,776.0,315.0,220.40,76,1256.00,93,377.20,163,975.50,74,115.00,49
2021-12-21,Tuesday,December,2021,51,913.8,419.0,220.00,72,1881.75,133,426.60,189,1505.11,114,136.40,89
2021-12-22,Wednesday,December,2021,51,1788.2,720.0,445.50,178,4008.80,287,999.80,380,3356.20,249,261.40,129
2021-12-24,Friday,December,2021,51,520.2,224.0,144.20,52,551.60,39,283.40,124,449.60,35,109.60,56
2021-12-27,Monday,December,2021,52,1229.32,532.0,304.88,106,670.30,41,575.12,256,653.30,39,240.80,117
2021-12-28,Tuesday,December,2021,52,994.2,398.0,270.80,87,262.00,17,454.80,185,242.00,15,161.80,73
2021-12-29,Wednesday,December,2021,52,1047.4,452.0,333.80,108,456.85,33,498.20,237,427.35,30,217.80,94
2021-12-30,Thursday,December,2021,52,1192.0,530.0,360.20,115,417.50,28,631.00,296,361.50,26,205.20,85
2021-12-31,Friday,December,2021,52,1555.4,673.0,556.00,154,454.50,29,750.40,317,398.50,27,301.40,156
2022-01-02,Sunday,January,2022,52,1528.8,705.0,430.80,134,255.50,18,750.00,343,230.50,16,224.00,134
2022-01-03,Monday,January,2022,1,1142.4,487.0,316.00,105,590.70,41,663.20,264,516.70,36,176.80,90
2022-01-04,Tuesday,January,2022,1,624.0,252.0,193.60,61,279.50,20,356.20,121,196.50,15,114.00,71
2022-01-05,Wednesday,January,2022,1,978.0,454.0,218.60,73,596.60,45,489.20,244,552.10,40,129.80,80
2022-01-06,Thursday,January,2022,1,987.6,440.0,369.00,118,181.80,11,535.60,230,181.80,11,151.40,93
2022-01-07,Friday,January,2022,1,985.6,408.0,343.60,108,1004.50,51,464.60,187,555.50,40,160.80,85
2022-01-08,Saturday,January,2022,1,1113.5,998.0,712.80,218,558.00,38,1221.40,532,486.50,33,280.80,170
2022-01-09,Sunday,January,2022,1,1113.5,0.0,0,0,0,0,0,0,0,0,0,0
2022-01-10,Monday,January,2022,2,618.4,258.0,151.20,52,207.60,15,310.40,118,167.32,13,98.40,41
2022-01-11,Tuesday,January,2022,2,461.4,241.0,123.20,40,259.50,18,256.20,103,244.50,15,41.40,61
2022-01-12,Wednesday,January,2022,2,817.2,335.0,217.80,73,357.00,24,335.20,132,357.00,24,135.60,59
2022-01-13,Thursday,January,2022,2,775.0,332.0,210.00,74,443.50,30,368.00,163,364.00,23,147.20,69
2022-01-14,Friday,January,2022,2,993.2,446.0,302.00,96,209.00,14,397.60,180,174.50,12,146.20,96
2022-01-15,Saturday,January,2022,2,1508.0,709.0,448.80,144,524.50,39,715.60,340,504.50,37,213.60,121
2022-01-16,Sunday,January,2022,2,1128.8,600.0,436.60,133,297.80,22,567.60,323,297.80,22,166.40,103
2022-01-17,Monday,January,2022,3,548.6,231.0,143.40,50,307.50,20,234.60,99,248.50,17,105.60,53
2022-01-18,Tuesday,January,2022,3,599.6,295.0,129.60,44,315.50,22,275.80,128,289.00,19,108.40,67
2022-01-19,Wednesday,January,2022,3,769.0,350.0,172.40,59,269.00,19,397.00,173,269.00,19,133.60,75
2022-01-20,Thursday,January,2022,3,547.8,206.0,152.20,51,278.50,18,269.20,90,278.50,18,130.80,63
2022-01-21,Friday,January,2022,3,718.0,282.0,246.60,82,333.90,22,308.40,130,300.65,20,128.60,56
2022-01-22,Saturday,January,2022,3,1210.2,491.0,391.80,124,564.50,40,683.80,257,555.00,39,154.60,69
2022-01-23,Sunday,January,2022,3,1007.6,430.0,281.00,89,243.00,18,525.00,194,233.00,17,134.20,86
2022-01-24,Monday,January,2022,4,745.8,343.0,188.60,67,313.00,21,351.80,142,313.00,21,158.20,100
2022-01-25,Tuesday,January,2022,4,763.6,366.0,193.20,67,254.00,18,378.00,171,254.00,18,140.20,90
2022-01-26,Wednesday,January,2022,4,597.8,258.0,147.60,53,258.40,19,225.00,94,258.40,19,131.20,59
2022-01-27,Thursday,January,2022,4,615.0,264.0,201.60,70,359.40,24,292.40,132,339.50,21,145.00,70
2022-01-28,Friday,January,2022,4,890.0,373.0,278.60,88,267.50,21,430.40,175,222.50,17,154.00,87
2022-01-29,Saturday,January,2022,4,1227.6,498.0,390.40,123,542.50,30,649.80,265,493.00,28,195.80,83
2022-01-30,Sunday,January,2022,4,1544.0,670.0,354.80,111,241.00,17,851.40,378,231.50,16,223.40,99
2022-01-31,Monday,January,2022,5,575.2,224.0,160.60,55,358.20,23,287.20,112,323.70,20,118.80,52
2022-02-01,Tuesday,February,2022,5,540.9,228.0,147.20,50,334.20,28,206.20,81,290.94,23,123.60,55
2022-02-02,Wednesday,February,2022,5,542.4,248.0,140.20,49,281.50,22,278.00,127,269.00,21,83.20,39
2022-02-03,Thursday,February,2022,5,673.0,285.0,169.40,57,272.00,19,312.60,137,265.00,18,107.00,48
2022-02-04,Friday,February,2022,5,868.8,382.0,215.60,66,444.00,32,402.20,169,371.50,27,149.00,68
2022-02-05,Saturday,February,2022,5,1896.2,984.0,475.00,153,716.00,50,946.40,500,687.00,47,336.60,188
2022-02-06,Sunday,February,2022,5,968.0,436.0,405.60,129,463.20,31,517.40,246,332.20,24,149.40,74
2022-02-07,Monday,February,2022,6,561.0,253.0,169.00,61,345.00,23,283.60,120,247.00,18,106.60,49
2022-02-08,Tuesday,February,2022,6,1002.2,434.0,287.60,97,363.40,25,497.00,196,304.90,21,171.80,99
2022-02-09,Wednesday,February,2022,6,1207.2,506.0,304.60,100,442.30,32,584.40,275,400.30,28,209.80,88
2022-02-10,Thursday,February,2022,6,1023.6,429.0,310.20,101,281.00,18,512.80,231,218.50,16,192.20,83
2022-02-11,Friday,February,2022,6,941.6,405.0,344.60,102,447.90,29,406.00,163,447.90,29,195.80,109
2022-02-12,Saturday,February,2022,6,1874.2,796.0,584.60,180,863.00,64,1030.60,416,761.00,55,257.00,128
2022-02-13,Sunday,February,2022,6,1256.4,1192.0,666.00,214,812.60,53,1213.00,560,615.10,42,429.60,249
2022-02-14,Monday,February,2022,7,1256.4,0.0,0,0,0,0,0,0,0,0,0,0
2022-02-15,Tuesday,February,2022,7,763.6,322.0,205.80,65,554.50,30,340.20,152,448.50,26,132.60,65
2022-02-16,Wednesday,February,2022,7,690.2,293.0,199.20,61,582.00,38,329.60,141,515.00,32,100.40,55
2022-02-17,Thursday,February,2022,7,955.6,364.0,281.60,88,347.80,19,362.20,125,313.30,17,195.40,90
2022-02-18,Friday,February,2022,7,1111.8,482.0,372.80,116,652.50,46,530.60,221,605.50,44,154.00,74
2022-02-19,Saturday,February,2022,7,1936.2,880.0,544.20,167,814.40,48,957.80,431,748.90,44,293.80,157
2022-02-20,Sunday,February,2022,7,1165.65,525.0,504.50,158,365.25,26,539.80,265,338.25,24,181.20,96
2022-02-21,Monday,February,2022,8,666.0,233.0,167.00,53,639.00,27,350.80,118,304.00,20,88.60,38
2022-02-22,Tuesday,February,2022,8,739.8,295.0,199.40,64,202.00,15,321.00,115,202.00,15,145.80,71
2022-02-23,Wednesday,February,2022,8,1234.2,520.0,304.00,105,443.70,28,532.60,217,418.70,26,226.40,111
2022-02-24,Thursday,February,2022,8,821.5,374.0,212.80,66,281.70,19,358.60,177,244.70,18,145.40,73
2022-02-25,Friday,February,2022,8,1034.8,371.0,359.70,111,252.50,17,552.40,184,227.50,15,165.20,71
2022-02-26,Saturday,February,2022,8,1659.4,767.0,515.50,158,637.50,42,890.60,410,637.50,42,255.80,132
2022-02-27,Sunday,February,2022,8,1642.6,762.0,656.20,196,369.25,27,818.20,413,343.25,24,245.00,124
2022-02-28,Monday,February,2022,9,1200.4,525.0,333.80,112,333.00,23,676.80,269,308.00,21,197.20,98
2022-03-01,Tuesday,March,2022,9,1065.4,414.0,278.60,87,239.50,16,540.00,209,232.50,15,172.80,83
2022-03-02,Wednesday,March,2022,9,800.4,326.0,231.40,77,363.00,27,420.60,172,305.50,22,124.00,67
2022-03-03,Thursday,March,2022,9,1543.4,724.0,402.20,128,322.00,25,582.20,299,297.00,23,212.40,125
2022-03-04,Friday,March,2022,9,1246.6,587.0,431.40,135,596.30,38,618.20,285,579.80,36,206.00,103
2022-03-05,Saturday,March,2022,9,1783.8,859.0,562.60,175,591.50,37,843.40,404,484.50,31,299.80,156
2022-03-06,Sunday,March,2022,9,1379.2,635.0,442.40,147,351.70,25,695.60,350,351.70,25,196.20,95
2022-03-07,Monday,March,2022,10,599.9,272.0,160.80,54,203.50,15,253.60,113,184.00,13,109.20,57
2022-03-08,Tuesday,March,2022,10,941.8,436.0,238.60,78,223.00,16,443.20,223,216.00,15,172.00,79
2022-03-09,Wednesday,March,2022,10,921.4,414.0,278.40,90,260.70,22,431.40,186,231.20,20,138.00,73
2022-03-10,Thursday,March,2022,10,953.0,473.0,204.00,65,204.50,13,494.60,244,204.50,13,112.20,61
2022-03-11,Friday,March,2022,10,1262.0,604.0,326.60,101,461.50,29,624.20,312,436.50,27,197.00,97
2022-03-12,Saturday,March,2022,10,1745.4,803.0,595.20,180,700.00,43,983.20,466,607.50,38,196.60,114
2022-03-13,Sunday,March,2022,10,1471.4,635.0,533.40,166,115.50,9,707.60,295,103.00,8,218.80,125
2022-03-14,Monday,March,2022,11,886.2,380.0,251.60,78,285.40,20,375.00,147,250.40,17,154.20,91
2022-03-15,Tuesday,March,2022,11,721.4,283.0,218.60,68,139.50,12,399.60,142,115.00,8,119.40,51
2022-03-16,Wednesday,March,2022,11,785.2,338.0,193.00,59,338.50,21,376.80,158,278.50,19,156.40,61
2022-03-17,Thursday,March,2022,11,589.6,282.0,180.00,57,213.50,16,286.60,151,183.50,13,91.40,53
2022-03-18,Friday,March,2022,11,908.2,383.0,259.50,75,408.00,26,363.80,148,322.50,21,185.60,105
2022-03-19,Saturday,March,2022,11,1720.6,831.0,584.20,170,686.00,43,882.80,456,603.87,39,281.20,134
2022-03-20,Sunday,March,2022,11,1561.2,758.0,407.10,119,352.00,22,608.80,295,339.50,21,217.60,119
2022-03-21,Monday,March,2022,12,783.5,375.0,203.40,65,527.90,37,347.00,129,506.02,35,182.60,100
2022-03-22,Tuesday,March,2022,12,929.6,368.0,195.60,63,260.60,18,437.80,170,231.00,16,191.20,87
2022-03-23,Wednesday,March,2022,12,793.6,354.0,209.40,65,312.00,22,398.20,168,312.00,22,158.60,70
2022-03-24,Thursday,March,2022,12,942.2,387.0,230.80,69,319.00,22,403.60,153,243.50,18,169.60,77
2022-03-25,Friday,March,2022,12,1032.8,453.0,355.00,99,507.00,36,527.40,197,466.50,32,130.80,82
2022-03-26,Saturday,March,2022,12,1951.65,821.0,524.85,155,607.40,43,1021.65,450,607.40,43,308.60,159
2022-03-27,Sunday,March,2022,12,1514.83,665.0,354.97,104,148.50,11,640.53,302,148.50,11,238.50,130
2022-03-28,Monday,March,2022,13,862.0,357.0,286.60,90,252.50,19,392.60,175,252.50,19,154.00,66
2022-03-29,Tuesday,March,2022,13,798.4,333.0,230.80,68,425.70,28,354.40,130,396.20,26,160.80,88
2022-03-30,Wednesday,March,2022,13,781.4,310.0,188.40,60,320.50,21,383.20,165,228.00,13,112.80,50
2022-03-31,Thursday,March,2022,13,719.1,264.0,174.60,53,414.75,25,345.80,130,389.75,24,125.40,55
2022-04-01,Friday,April,2022,13,561.2,185.0,209.40,60,333.00,26,265.60,88,333.00,26,113.60,40
2022-04-02,Saturday,April,2022,13,849.5,325.0,360.60,107,516.00,32,409.20,159,491.00,31,114.00,44
2022-04-03,Sunday,April,2022,13,1011.0,418.0,413.30,119,378.70,31,494.00,207,330.20,26,186.20,91
2022-04-04,Monday,April,2022,14,863.2,343.0,238.40,69,291.50,22,434.80,155,245.50,18,102.00,53
2022-04-05,Tuesday,April,2022,14,647.0,270.0,198.20,60,247.00,18,333.20,123,247.00,18,115.60,50
2022-04-06,Wednesday,April,2022,14,758.4,313.0,218.60,75,367.50,20,316.00,119,367.50,20,128.60,59
2022-04-07,Thursday,April,2022,14,672.7,248.0,258.80,78,327.00,25,300.20,97,320.00,24,86.20,50
2022-04-08,Friday,April,2022,14,556.9,202.0,208.60,64,438.20,36,281.40,91,362.30,25,81.00,51
2022-04-09,Saturday,April,2022,14,1334.6,538.0,541.40,162,833.50,55,578.80,239,808.50,54,226.20,92
2022-04-10,Sunday,April,2022,14,1263.5,509.0,377.00,113,102.00,8,538.00,225,92.00,7,208.00,95
2022-04-11,Monday,April,2022,15,1030.3,413.0,319.80,95,618.40,43,466.20,190,498.40,34,188.40,82
2022-04-12,Tuesday,April,2022,15,952.6,354.0,260.80,77,262.50,21,459.60,160,240.00,19,163.40,75
2022-04-13,Wednesday,April,2022,15,913.5,346.0,271.60,77,388.50,31,365.00,131,341.00,26,162.40,74
2022-04-14,Thursday,April,2022,15,972.6,368.0,296.80,91,750.20,50,425.40,168,678.20,47,173.80,72
2022-04-15,Friday,April,2022,15,1129.0,434.0,473.20,136,421.00,29,445.20,178,404.50,27,204.80,91
2022-04-16,Saturday,April,2022,15,1529.1,597.0,517.80,156,865.30,59,702.20,284,810.30,51,288.00,133
2022-04-17,Sunday,April,2022,15,859.8,329.0,284.00,90,366.50,23,343.40,134,341.50,21,184.00,80
2022-04-18,Monday,April,2022,16,1207.1,468.0,338.00,107,302.50,22,476.40,206,229.00,17,207.60,84
2022-04-19,Tuesday,April,2022,16,987.9,385.0,231.20,73,529.40,37,384.80,156,486.90,34,206.20,83
2022-04-20,Wednesday,April,2022,16,1232.8,461.0,310.00,94,374.50,23,589.20,219,280.50,17,178.00,83
2022-04-21,Thursday,April,2022,16,1165.6,446.0,264.60,85,418.00,32,506.20,193,315.50,25,159.60,78
2022-04-22,Friday,April,2022,16,1384.1,532.0,346.50,105,401.70,24,608.20,206,364.70,23,253.00,114
2022-04-23,Saturday,April,2022,16,1559.9,607.0,489.00,143,673.20,42,739.80,298,666.20,41,280.40,120
2022-04-24,Sunday,April,2022,16,760.8,302.0,268.90,77,247.50,19,372.00,121,221.00,16,148.00,82
2022-04-25,Monday,April,2022,17,837.9,292.0,244.86,77,283.90,22,401.60,135,256.90,18,117.60,48
2022-04-26,Tuesday,April,2022,17,761.0,292.0,218.20,66,156.20,10,314.00,104,114.20,8,96.20,40
2022-04-27,Wednesday,April,2022,17,769.24,317.0,224.86,64,243.00,19,289.80,109,230.50,18,129.87,65
2022-04-28,Thursday,April,2022,17,1178.8,436.0,353.60,101,456.50,30,515.40,186,444.00,29,179.00,74
2022-04-29,Friday,April,2022,17,1088.3,437.0,366.20,105,412.50,23,498.00,206,195.50,15,173.60,78
2022-04-30,Saturday,April,2022,17,1313.1,496.0,437.00,123,1082.00,50,642.40,250,750.50,45,239.80,110
2022-05-01,Sunday,May,2022,17,1356.6,550.0,382.90,110,174.50,14,612.80,246,159.50,12,217.80,105
2022-05-02,Monday,May,2022,18,917.5,346.0,283.70,82,234.00,17,358.00,143,234.00,17,109.40,57
2022-05-03,Tuesday,May,2022,18,751.4,332.0,221.50,68,326.80,22,362.40,149,289.80,21,125.35,75
2022-05-04,Wednesday,May,2022,18,852.0,312.0,322.10,92,358.00,26,328.00,115,313.50,22,122.20,49
2022-05-05,Thursday,May,2022,18,887.16,337.0,302.30,92,319.94,21,335.40,123,310.44,20,132.00,72
2022-05-06,Friday,May,2022,18,1134.1,395.0,336.20,100,320.00,22,451.80,151,320.00,22,171.60,80
2022-05-07,Saturday,May,2022,18,1934.6,750.0,548.20,159,833.50,54,803.20,301,789.00,51,281.00,124
2022-05-08,Sunday,May,2022,18,1463.1,543.0,453.80,136,291.50,22,633.00,235,268.00,19,254.40,110
2022-05-09,Monday,May,2022,19,833.0,327.0,181.60,56,278.20,17,327.80,109,278.20,17,123.80,64
2022-05-10,Tuesday,May,2022,19,898.7,347.0,268.40,79,310.75,22,329.60,142,285.20,21,128.40,58
2022-05-11,Wednesday,May,2022,19,834.9,300.0,213.00,63,441.00,35,350.40,127,419.00,31,99.80,44
2022-05-12,Thursday,May,2022,19,921.8,355.0,280.20,87,270.20,19,337.20,139,257.70,18,164.80,75
2022-05-13,Friday,May,2022,19,1106.55,377.0,328.25,100,438.30,30,453.72,160,393.30,26,146.20,59
2022-05-14,Saturday,May,2022,19,1432.9,485.0,436.60,125,383.00,30,595.80,207,373.00,28,219.80,91
2022-05-15,Sunday,May,2022,19,1072.9,399.0,353.30,106,161.50,13,498.60,172,145.00,11,118.40,42
